 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10
301,75.745,73.594,62.286,70.614,61.748,59.036,58.536,64.694,73.491,64.570
302,75.002,72.704,61.931,70.628,60.572,58.505,58.907,64.221,72.801,64.430
303,75.823,72.940,61.594,70.572,60.584,58.605,59.205,64.634,72.794,63.952
304,75.552,72.939,61.435,70.501,60.972,58.776,59.179,64.913,73.283,64.815
305,75.269,73.045,61.871,70.386,61.176,57.851,59.083,64.986,73.060,65.173
306,76.041,72.318,62.080,70.668,61.101,58.502,58.803,65.527,72.596,64.510
307,75.002,73.382,62.147,70.435,60.693,58.221,58.773,64.456,73.075,64.209
308,74.641,72.433,61.910,70.082,60.866,57.954,59.013,64.730,72.582,64.052
309,76.037,72.525,62.202,69.687,61.131,58.587,59.336,64.041,73.692,64.590
310,74.936,72.143,61.657,70.089,60.438,58.808,58.988,64.451,73.156,63.888
311,75.064,72.002,61.724,70.788,61.668,58.769,59.036,64.358,72.875,64.683
312,75.094,72.152,61.973,70.066,60.698,58.801,58.502,64.893,73.453,63.635
313,75.214,72.047,62.245,70.348,60.859,58.516,59.308,64.932,72.825,64.639
314,75.048,71.942,62.200,70.226,61.408,58.669,59.300,64.448,73.412,64.430
315,74.575,72.699,62.069,69.899,60.509,57.797,58.627,64.538,73.378,64.008
316,75.007,71.989,62.410,70.158,60.884,58.427,59.137,64.669,73.604,64.755
317,73.966,71.823,61.851,69.551,61.048,58.726,58.662,64.366,72.572,63.406
318,75.223,71.953,61.692,69.588,61.131,59.050,58.526,64.448,72.931,64.598
319,74.136,71.908,62.233,69.645,61.169,58.075,58.846,64.317,73.114,65.229
320,74.395,71.853,61.682,70.346,60.756,58.851,59.513,64.232,73.317,65.622
321,74.251,71.884,62.163,70.096,61.330,58.502,58.699,64.607,72.732,63.406
322,74.237,72.125,61.218,70.238,61.224,58.302,59.432,64.325,72.665,63.185
323,74.740,71.944,61.916,69.779,60.426,58.189,58.781,63.798,72.809,64.064
324,74.821,71.824,61.494,69.379,61.154,57.299,59.470,64.872,72.536,63.900
325,74.310,72.096,61.880,69.645,60.640,58.573,58.210,64.557,72.844,63.867
326,74.285,71.859,61.665,68.927,60.327,58.936,58.556,64.888,72.744,64.173
327,73.294,71.835,61.214,68.678,60.584,58.580,59.315,63.995,72.708,63.807
328,74.067,71.243,61.867,69.675,60.123,58.331,58.987,65.074,72.499,63.618
329,74.005,71.124,62.022,70.198,61.033,58.427,58.651,63.880,72.218,62.944
330,74.267,71.476,61.478,69.336,60.509,58.078,59.055,64.380,72.212,63.321
331,75.110,71.210,62.024,69.329,60.705,57.936,59.030,64.454,72.137,63.996
332,74.320,71.279,61.635,68.336,60.793,59.181,58.810,64.525,72.273,64.145
333,74.260,71.392,61.039,70.042,60.542,57.883,58.611,64.694,72.417,64.414
334,73.933,71.379,61.753,69.838,60.499,58.911,58.853,64.932,71.851,64.382
335,74.324,71.944,61.378,69.273,60.756,59.285,59.195,64.639,72.643,63.867
336,74.490,71.125,61.512,68.826,60.904,58.342,58.439,63.962,72.680,63.426
337,73.759,71.486,60.886,69.861,60.501,58.028,58.457,64.183,72.512,64.116
338,73.887,70.929,61.310,69.005,60.335,57.662,58.724,64.716,72.187,63.538
339,74.543,71.478,61.320,68.958,60.703,58.573,59.038,64.536,72.064,63.683
340,73.811,70.712,61.835,68.353,60.282,57.804,59.053,64.702,72.233,63.273
341,73.706,70.588,61.124,68.995,60.053,58.274,58.551,64.727,72.089,62.904
342,73.722,70.889,61.331,68.715,59.929,57.658,58.664,64.172,71.625,62.373
343,74.009,70.404,61.316,68.428,60.149,57.633,58.680,63.831,71.810,62.602
344,73.428,71.271,61.008,68.176,59.798,58.302,59.217,64.169,71.764,62.691
345,73.517,71.304,61.676,69.052,59.856,57.359,58.556,64.038,71.462,62.916
346,73.726,70.893,61.631,68.814,60.005,57.740,58.613,63.992,71.191,62.795
347,73.170,70.702,61.339,68.379,60.577,57.854,58.404,64.686,71.542,62.884
348,73.257,70.897,61.359,67.901,60.567,57.915,58.594,64.582,71.692,63.317
349,73.529,70.804,61.369,68.327,60.275,57.665,58.525,64.328,71.444,62.799
350,73.476,70.947,61.112,68.421,60.451,58.416,58.402,64.514,71.427,62.912
351,72.926,70.516,61.473,68.979,59.688,57.861,58.505,64.000,71.266,62.430
352,72.894,70.726,61.327,68.529,60.151,57.050,58.902,63.891,71.764,63.639
353,73.653,70.807,61.322,67.969,59.932,58.139,58.397,64.781,71.502,62.157
354,72.639,70.414,60.847,68.600,59.383,57.616,58.396,64.538,71.649,62.691
355,74.034,71.110,61.429,68.699,59.972,58.057,58.212,64.347,71.695,62.201
356,74.177,70.768,61.614,68.409,60.884,58.335,58.570,64.454,72.052,63.406
357,74.005,71.052,61.392,68.948,60.592,58.310,59.035,63.790,71.894,64.181
358,73.336,71.665,61.420,69.198,60.108,58.552,58.565,64.295,72.467,63.277
359,73.655,71.654,62.037,69.744,60.511,58.359,58.977,64.708,72.554,63.470
360,74.163,70.096,61.488,69.042,60.076,58.509,58.750,64.678,71.866,62.197
361,73.779,70.922,61.286,68.518,60.184,58.413,59.028,64.254,72.217,63.482
362,74.028,71.154,61.869,68.682,60.940,58.488,58.651,64.817,72.037,63.422
363,73.280,71.177,61.635,69.649,60.149,57.381,59.333,64.142,72.492,63.659
364,73.906,71.340,62.271,69.167,60.725,57.843,58.997,64.243,72.340,63.558
365,74.099,71.373,61.441,68.922,60.128,57.890,58.887,64.497,72.262,63.815
366,73.855,71.005,62.078,69.699,60.204,57.875,58.843,64.738,72.629,63.968
367,74.600,70.898,61.441,69.807,60.519,58.438,58.921,64.325,72.391,63.715
368,73.349,70.674,61.639,69.348,61.065,58.192,58.714,63.273,72.105,63.197
369,73.589,70.691,61.939,69.209,60.134,58.295,58.725,64.604,72.125,62.663
370,73.694,71.129,61.488,68.744,60.048,57.484,58.768,63.861,71.944,64.068
371,73.984,70.865,61.357,69.181,60.804,58.473,58.733,64.199,72.111,63.582
372,74.326,70.895,62.096,69.047,60.549,58.349,59.281,64.336,72.504,63.851
373,74.149,71.113,61.224,69.113,59.872,58.093,59.056,64.148,72.513,63.390
374,74.336,70.647,61.490,69.160,60.368,58.452,59.119,64.016,72.762,64.345
375,74.103,71.306,61.396,69.379,60.602,58.320,58.278,64.336,72.665,63.281
376,74.455,71.589,62.096,69.579,61.355,58.288,59.356,64.525,72.251,63.819
377,75.071,71.528,62.000,69.824,60.390,58.918,59.189,64.861,72.790,63.305
378,74.092,71.224,62.067,69.708,60.514,57.751,58.816,64.085,72.136,63.968
379,74.538,71.799,61.563,69.833,60.746,58.758,59.084,64.120,72.292,64.365
380,74.251,71.810,61.504,70.282,60.146,58.541,58.896,64.205,73.084,65.056
381,74.103,71.790,61.727,69.861,61.214,58.452,59.298,64.604,73.526,64.108
382,75.515,71.843,61.320,69.927,60.524,57.954,59.013,64.913,72.702,64.839
383,74.926,71.777,62.396,70.238,61.461,58.733,59.175,64.948,72.935,64.108
384,74.954,71.503,61.916,69.899,61.030,58.256,59.470,64.642,73.282,64.968
385,74.818,71.563,62.186,69.699,61.005,59.149,58.758,64.366,73.698,65.498
386,74.244,72.038,62.490,70.682,61.355,58.641,59.194,64.538,73.164,65.526
387,74.216,72.455,62.098,70.468,62.000,58.651,59.272,64.576,73.541,64.618
388,73.731,71.961,62.976,71.056,61.411,58.733,58.876,64.350,73.894,66.185
389,72.733,71.586,62.106,70.536,61.670,58.238,59.068,64.806,73.908,66.205
390,73.607,71.693,62.004,71.184,61.426,58.381,59.007,64.246,73.930,66.639
391,73.205,72.285,62.045,71.264,61.247,59.253,59.425,64.232,73.850,66.739
392,73.211,72.246,62.349,71.031,61.494,58.986,58.848,64.101,74.222,66.289
393,73.106,71.812,62.516,70.927,61.821,58.655,59.214,64.475,74.444,66.253
394,72.621,71.354,62.437,71.386,61.539,59.053,59.233,64.689,74.326,66.229
395,72.515,72.473,61.884,70.984,61.214,58.808,58.719,64.833,74.372,66.020
396,70.485,72.025,62.553,71.221,61.159,58.566,59.060,64.697,74.414,65.795
397,72.037,71.542,62.753,71.381,61.705,58.014,58.644,63.937,74.561,65.880
398,72.446,71.857,62.455,71.459,61.275,58.573,58.944,64.776,74.129,65.458
399,73.200,71.439,62.406,71.520,61.428,58.107,59.175,65.049,74.082,65.679
400,72.499,71.895,62.535,70.718,61.199,57.413,59.126,64.445,74.245,66.273
401,71.343,71.466,62.551,70.951,61.469,58.231,58.442,64.071,74.212,65.610
402,70.966,71.677,62.594,71.226,61.348,58.100,58.925,64.295,74.290,65.683
403,71.370,71.466,62.547,70.435,60.950,58.270,59.500,65.462,74.503,66.622
404,71.982,71.828,62.467,71.522,61.703,57.993,59.263,64.620,73.969,66.526
405,71.345,71.649,62.731,71.292,62.227,59.349,58.929,65.025,74.910,66.084
406,72.320,71.616,62.704,71.489,61.141,58.302,58.955,63.514,74.218,65.847
407,72.811,71.536,62.800,70.645,61.348,57.708,58.944,64.648,74.527,66.855
408,73.069,72.139,62.767,71.299,61.343,59.107,58.947,65.369,73.804,66.096
409,72.766,71.599,62.308,70.624,60.995,58.352,58.919,64.213,75.045,66.434
410,72.216,71.914,62.445,71.176,61.864,58.103,58.896,64.743,74.250,66.052
411,72.113,71.629,62.688,71.085,61.330,59.299,58.904,64.801,74.605,65.418
412,72.545,72.285,62.729,70.254,62.045,58.445,59.404,64.377,73.489,66.851
413,72.414,72.288,62.590,71.146,61.924,57.922,59.056,65.090,74.041,66.197
414,72.382,71.680,62.233,70.682,61.287,58.573,59.313,64.883,74.398,66.743
415,71.772,72.147,62.571,71.367,62.282,58.637,58.987,64.533,74.335,66.197
416,71.487,72.158,62.422,72.200,61.237,58.801,59.439,64.902,74.720,67.044
417,72.536,72.160,63.104,70.562,61.426,58.448,58.704,64.552,74.617,66.353
418,72.683,72.266,62.876,70.758,61.874,58.879,59.002,64.989,74.199,65.406
419,71.791,71.882,62.776,70.904,61.801,58.395,58.856,64.421,74.413,66.044
420,72.299,71.839,62.453,70.894,61.237,58.377,58.647,65.377,74.561,67.349
421,71.239,72.296,62.614,71.567,61.642,58.068,58.642,64.724,74.438,66.960
422,71.579,71.078,62.651,70.005,61.773,57.940,59.265,64.601,74.905,65.968
423,71.733,71.976,62.755,70.685,62.020,57.619,59.127,64.904,74.247,66.390
424,71.370,72.527,63.169,70.546,61.647,58.722,58.667,64.273,74.242,66.293
425,71.547,71.942,62.714,71.271,61.594,59.128,58.864,64.279,74.996,66.851
426,71.871,72.006,62.233,71.296,61.851,58.238,59.096,64.658,74.370,67.141
427,71.674,71.861,62.424,71.555,62.013,58.413,59.267,64.530,74.202,67.020
428,71.434,71.632,62.655,70.976,61.829,58.000,59.048,64.743,74.203,66.281
429,71.186,72.039,62.649,71.381,61.501,58.345,58.753,65.593,73.790,66.265
430,71.497,71.745,62.355,71.176,61.542,58.733,59.325,64.598,74.531,66.442
431,71.469,71.777,62.465,70.951,61.846,59.164,58.623,64.287,74.056,66.064
432,70.899,71.375,62.596,70.595,61.466,58.783,58.828,64.352,74.703,66.145
433,70.683,71.925,62.347,70.666,61.516,58.854,58.675,64.637,74.095,66.120
434,70.531,71.544,62.476,70.762,61.307,58.270,58.914,64.576,74.238,65.956
435,70.853,71.922,62.641,71.040,61.516,58.772,58.932,64.680,74.200,66.727
436,70.738,71.578,62.216,70.593,61.733,58.484,59.091,64.779,74.483,66.028
437,70.598,71.197,62.718,71.299,61.567,58.890,59.026,64.787,74.652,65.133
438,70.513,71.462,62.020,70.687,60.912,58.762,58.957,64.702,74.000,66.839
439,69.963,70.856,62.198,70.736,61.028,58.352,58.987,64.825,74.757,65.305
440,70.018,70.878,62.710,70.894,61.678,58.128,58.608,64.342,74.704,66.313
441,70.563,71.439,62.618,71.115,61.824,58.352,58.786,64.751,74.151,65.546
442,70.676,70.922,62.196,70.555,61.597,58.758,58.550,65.090,74.461,66.249
443,69.977,71.638,62.769,70.489,61.781,58.363,59.281,65.109,74.883,66.169
444,70.478,71.337,62.598,71.228,61.960,58.847,58.786,64.762,74.513,65.731
445,70.303,71.422,62.457,70.864,61.504,58.683,59.008,64.601,74.341,65.341
446,70.715,72.072,62.700,70.452,61.773,59.601,58.664,64.934,74.512,66.414
447,70.053,71.340,62.884,69.468,62.186,58.665,58.608,64.806,74.770,65.775
448,69.269,71.122,62.857,70.151,61.118,58.295,58.733,64.456,73.929,66.490
449,69.584,71.417,63.180,70.207,61.630,58.762,59.424,64.669,74.772,65.574
450,69.172,71.135,63.010,70.732,61.383,58.448,59.214,65.257,74.473,66.080
451,69.779,70.770,62.100,70.242,61.466,58.349,58.608,64.978,74.885,65.679
452,69.699,71.774,63.292,70.539,61.209,59.100,58.912,65.079,73.953,66.036
453,69.733,71.082,62.808,70.525,61.647,58.904,58.897,64.842,74.680,65.855
454,69.782,71.146,62.988,70.266,61.247,58.523,59.078,64.503,74.200,65.249
455,68.559,70.784,62.835,71.068,61.869,59.060,58.386,63.872,74.548,65.325
456,68.754,70.288,62.112,70.179,60.703,58.135,58.988,63.984,74.411,65.590
457,69.611,71.433,63.004,70.372,61.126,58.790,59.190,64.473,74.813,65.036
458,69.117,70.912,62.649,70.242,61.587,59.181,59.093,64.505,74.067,64.490
459,68.372,70.851,62.465,70.384,61.431,58.673,58.452,64.178,74.588,65.253
460,68.841,70.710,62.631,69.748,61.819,58.100,58.780,64.495,74.462,65.289
461,69.331,70.887,62.596,69.856,61.526,58.922,57.965,63.954,74.808,65.972
462,69.168,70.826,63.020,70.515,61.670,58.288,59.245,64.918,74.355,64.699
463,68.451,70.873,62.890,69.431,61.275,58.242,58.970,64.270,74.322,65.269
464,69.255,71.052,62.831,70.202,60.997,58.822,59.219,64.732,75.166,65.297
465,69.023,70.843,63.496,71.012,61.023,58.363,58.414,64.719,74.597,65.916
466,69.011,71.654,62.941,69.868,60.549,59.068,58.576,65.153,74.317,64.980
467,69.057,70.944,63.008,69.831,61.254,58.210,58.735,63.631,74.910,65.763
468,69.271,70.650,63.055,70.953,61.312,59.263,59.055,64.262,74.819,65.402
469,68.200,70.116,62.422,69.678,60.781,58.295,58.863,65.033,74.176,65.715
470,68.966,70.987,62.935,70.734,61.058,58.772,58.864,64.874,74.189,65.386
471,68.680,70.641,63.757,72.769,61.257,59.224,58.525,63.954,74.288,66.108
472,68.595,71.127,63.153,72.602,61.662,58.897,58.492,64.418,74.567,65.285
473,68.664,70.762,63.043,74.722,61.788,58.687,58.467,64.683,74.760,66.177
474,68.832,70.596,63.682,76.245,61.630,58.178,58.454,64.309,75.035,66.237
475,68.437,70.346,63.065,78.515,61.552,58.623,58.680,64.003,74.933,66.422
476,69.572,70.270,63.290,79.875,61.557,59.000,59.154,64.290,74.478,66.747
477,68.377,70.569,62.541,79.814,61.149,58.911,58.560,64.473,74.390,67.329
478,68.784,71.232,62.900,78.868,61.776,59.149,59.164,64.615,74.486,66.944
479,68.595,70.868,63.282,77.301,61.103,58.911,59.157,63.956,74.526,66.771
480,69.172,70.607,62.545,75.520,61.635,58.075,58.831,64.011,74.426,66.454
481,69.510,71.235,63.033,74.334,61.166,58.530,58.588,64.399,74.358,65.618
482,69.683,70.487,62.959,73.708,61.199,58.178,58.377,64.063,74.404,65.574
483,70.223,71.293,62.939,73.282,62.068,58.950,58.818,64.281,74.572,65.570
484,69.922,70.790,62.916,72.861,60.950,58.580,58.526,64.730,74.512,65.707
485,68.844,70.343,62.443,72.021,61.395,58.381,58.854,64.508,74.015,65.703
486,69.313,71.042,62.784,72.071,61.927,58.584,59.611,64.115,74.615,66.197
487,69.011,70.969,62.910,71.746,61.491,58.423,58.748,64.713,74.794,65.325
488,69.110,71.166,62.439,71.144,61.184,58.185,58.969,64.481,74.265,64.988
489,68.814,71.066,63.129,71.395,61.975,58.491,58.634,64.902,73.901,65.084
490,68.529,70.785,63.269,71.431,61.282,59.534,58.656,64.426,74.434,66.036
491,69.085,71.006,63.194,71.802,61.151,58.833,59.081,64.675,74.533,65.020
492,68.936,70.491,62.618,71.075,61.071,57.893,58.783,64.951,74.805,65.386
493,68.678,70.834,63.267,70.816,60.899,58.434,58.646,64.311,74.247,65.948
494,69.692,70.607,63.806,71.104,61.559,58.872,59.055,64.719,74.245,64.635
495,69.087,71.260,62.580,70.974,61.499,59.178,58.695,64.598,73.888,65.024
496,69.161,70.614,62.851,70.984,61.320,58.662,59.108,64.033,75.171,65.691
497,68.531,71.310,62.855,71.296,61.083,59.100,59.081,64.798,74.638,65.197
498,69.055,71.024,63.131,70.508,61.169,59.125,58.626,64.295,75.096,65.550
499,68.209,70.367,63.353,70.791,62.038,58.445,59.399,64.631,74.625,64.365
500,68.405,71.257,63.810,70.501,61.390,59.267,58.467,64.454,74.370,66.229
501,69.317,71.058,62.814,70.042,60.516,58.623,58.740,64.557,74.201,65.908
502,68.791,70.575,62.912,70.995,60.650,58.135,58.613,63.967,74.015,65.526
503,68.246,70.078,63.337,70.398,61.270,58.181,58.699,64.227,74.365,64.402
504,68.152,70.970,63.557,70.442,60.975,58.491,58.207,64.331,74.240,64.566
505,68.756,70.292,63.753,69.781,61.179,58.434,58.523,64.891,74.537,65.177
506,68.154,70.702,62.796,70.160,60.927,58.811,58.988,63.828,74.473,66.173
507,68.232,70.727,62.943,70.487,61.098,58.740,59.152,64.306,74.752,65.197
508,67.871,70.553,63.331,70.075,61.144,58.907,58.374,63.626,73.820,65.538
509,68.614,70.561,62.998,70.431,61.290,58.160,59.531,64.402,74.116,64.671
510,68.625,70.495,62.386,69.981,61.214,58.900,57.975,63.762,74.036,64.755
511,68.731,70.815,62.927,70.718,61.411,58.349,58.548,64.027,74.191,64.635
512,68.340,70.737,62.508,69.944,61.249,58.402,58.578,63.885,74.418,65.329
513,68.520,70.393,63.222,69.447,61.169,58.562,58.687,64.817,74.227,64.839
514,68.221,70.677,62.920,70.504,60.078,58.544,58.714,64.320,74.516,65.000
515,68.717,70.533,63.012,70.421,61.854,58.402,58.805,64.273,74.597,64.586
516,68.538,70.904,62.690,70.492,60.914,57.851,59.114,63.445,74.248,65.622
517,68.237,70.638,62.567,69.755,61.315,58.630,58.821,64.194,74.287,65.108
518,68.271,70.685,62.476,69.699,61.348,58.416,59.036,64.014,74.524,65.731
519,68.048,70.230,62.298,70.082,61.577,58.708,58.616,63.842,75.027,64.948
520,68.497,70.683,62.953,71.087,61.302,58.423,59.065,64.216,74.283,65.032
521,68.234,71.121,63.173,69.515,61.632,58.096,58.238,63.765,74.280,64.763
522,68.680,70.735,63.612,70.428,61.118,58.555,58.952,63.773,74.024,64.610
523,68.028,70.453,62.761,69.901,60.836,58.256,58.712,64.221,74.767,65.016
524,68.559,71.107,63.265,70.249,61.360,58.744,59.084,64.243,74.142,65.490
525,68.124,70.580,62.896,69.642,61.307,58.726,58.839,64.008,73.945,65.008
526,68.664,71.163,62.867,70.494,61.446,58.737,58.417,64.418,74.717,65.092
527,68.634,70.903,63.573,69.918,61.562,58.402,58.667,63.973,74.231,65.008
528,68.051,70.470,62.280,69.922,61.549,58.904,58.806,64.161,73.816,64.663
529,67.536,70.715,63.396,69.972,61.456,57.655,59.536,64.011,74.453,64.996
530,68.276,70.683,63.284,69.922,61.972,58.441,58.767,64.175,74.568,65.120
531,68.600,71.320,62.831,70.621,60.851,58.851,59.086,64.699,74.433,65.723
532,68.972,70.981,63.112,70.132,61.194,58.552,58.927,64.101,74.592,64.771
533,68.641,71.321,63.741,70.539,60.584,58.423,59.035,64.740,75.019,64.964
534,68.837,71.329,63.302,70.249,61.630,58.779,58.674,64.926,74.569,64.759
535,69.372,71.103,63.784,70.628,61.854,58.630,58.949,64.538,74.660,65.976
536,68.701,71.114,63.922,70.466,62.086,58.694,58.791,64.426,74.370,65.373
537,68.556,71.069,62.620,70.372,61.975,59.292,59.108,65.011,74.875,65.743
538,68.614,71.207,63.676,70.012,61.864,59.438,58.944,64.484,74.216,65.305
539,68.471,70.853,63.763,71.144,61.693,58.925,59.334,65.743,74.856,65.305
540,69.140,71.141,63.592,70.852,61.766,59.388,59.526,64.505,75.024,66.133
541,68.451,71.127,63.137,70.600,61.730,58.552,59.401,64.107,74.403,65.916
542,69.398,71.190,63.647,70.668,62.461,59.249,59.465,64.249,74.880,65.759
543,68.515,71.185,63.412,69.939,61.889,59.925,59.164,64.156,74.794,65.040
544,68.085,70.506,63.088,69.974,61.136,59.007,58.863,64.210,74.367,64.807
545,67.501,70.846,63.580,69.824,61.917,58.947,59.288,65.046,74.682,65.357
546,69.085,71.082,63.504,71.266,62.894,59.879,58.925,64.995,74.799,65.269
547,70.037,72.643,64.129,71.325,62.899,60.053,59.748,65.202,75.499,67.120
548,71.543,72.779,63.680,72.151,63.023,59.591,60.134,65.344,75.819,66.341
549,71.389,72.663,64.067,72.167,62.554,59.402,60.224,65.484,75.903,66.474
550,73.821,73.121,63.920,71.904,62.637,59.441,59.618,66.014,75.637,66.309
551,73.625,73.936,63.841,72.426,63.418,59.722,60.641,66.238,75.097,65.526
552,71.924,74.168,64.996,72.172,63.824,60.071,60.445,65.959,74.848,65.462
553,73.172,73.586,64.122,71.602,62.869,60.491,59.674,65.399,75.004,66.068
554,72.120,72.549,63.445,71.501,63.108,59.769,59.738,64.598,74.135,66.627
555,72.566,72.296,63.829,71.259,62.741,60.174,59.608,64.437,74.332,66.124
556,72.545,72.585,63.288,71.264,62.065,59.288,59.399,64.997,74.423,66.454
557,72.041,71.920,63.047,71.216,62.214,59.548,60.588,64.604,74.749,65.783
558,72.464,72.516,63.461,71.181,62.322,58.128,59.485,64.344,74.417,65.297
559,71.710,72.498,62.982,70.755,61.957,59.199,60.156,64.306,74.285,65.096
560,72.377,72.404,63.290,71.224,62.166,58.694,59.748,64.749,73.850,65.225
561,72.536,71.882,63.086,71.889,62.096,58.747,59.174,64.158,74.025,65.261
562,71.874,72.889,62.902,70.826,61.736,58.655,58.965,64.464,74.071,65.835
563,72.492,72.121,62.561,71.979,62.363,58.541,59.151,64.601,73.919,65.317
564,73.280,71.732,62.194,71.908,61.786,58.722,59.411,64.880,73.840,65.996
565,71.453,72.207,63.045,71.529,62.106,59.085,59.205,64.803,74.084,65.598
566,72.280,72.024,62.371,71.624,61.914,58.598,59.225,64.557,74.144,65.751
567,72.306,71.745,63.282,70.786,61.688,59.046,59.368,65.139,74.061,64.522
568,72.598,72.500,63.357,71.692,61.640,59.214,59.306,64.478,73.968,65.707
569,72.421,72.712,63.416,71.301,61.889,58.317,59.536,65.156,74.543,65.598
570,72.025,71.746,62.484,71.365,61.582,59.100,59.642,64.612,73.693,65.751
571,72.092,71.933,62.859,70.871,61.569,58.968,59.591,64.339,74.071,65.550
572,72.023,71.929,62.278,71.913,62.519,59.210,59.316,64.727,74.067,65.486
573,72.864,72.129,62.539,72.268,61.605,58.345,59.831,64.781,73.966,65.024
574,73.071,72.486,62.702,72.111,61.668,58.886,59.366,64.814,74.189,65.161
575,72.779,71.691,62.643,71.788,61.285,58.986,59.177,64.287,73.559,65.538
576,72.743,71.524,63.404,70.974,61.861,58.573,59.285,64.924,73.792,64.912
577,72.989,72.541,62.655,71.085,61.892,58.722,59.177,64.981,73.787,65.526
578,72.163,72.193,62.633,70.659,61.564,58.726,59.767,64.014,74.237,65.321
579,73.170,71.425,62.643,71.139,60.670,59.274,59.364,64.317,73.622,65.667
580,72.572,72.172,62.798,71.480,61.247,58.783,58.904,64.126,73.896,65.904
581,72.593,71.790,62.798,70.548,62.096,59.014,59.719,64.361,73.586,65.153
582,72.713,72.096,62.659,70.026,61.771,58.377,59.280,64.369,73.787,64.920
583,73.425,71.766,62.076,70.739,61.320,58.644,59.318,64.172,73.404,65.454
584,72.492,71.892,62.943,72.221,61.773,58.658,59.005,64.279,73.693,65.759
585,72.756,72.113,62.349,72.336,61.937,58.715,59.166,64.527,74.056,65.888
586,72.028,72.296,62.694,71.092,61.474,58.751,59.412,64.743,73.537,65.679
587,73.648,71.972,62.835,71.428,61.489,59.071,58.922,64.587,73.497,64.434
588,72.903,72.326,62.061,70.802,61.635,58.936,59.333,64.301,73.548,65.233
589,72.393,71.904,62.969,70.536,61.164,58.819,58.944,64.377,73.755,65.044
590,72.805,72.017,62.271,70.593,62.295,58.747,59.498,65.011,74.332,64.707
591,72.890,71.727,62.573,70.598,61.113,58.537,59.376,64.221,73.861,65.510
592,72.283,71.475,62.447,71.231,61.118,58.790,59.263,64.022,73.463,66.080
593,73.016,71.810,62.702,71.085,61.484,59.057,59.467,65.232,74.054,65.807
594,73.064,71.762,62.735,71.014,61.398,59.053,60.033,64.708,74.051,64.518
595,71.041,70.696,61.794,69.555,60.872,57.979,58.682,64.216,72.845,63.655
596,70.699,71.409,62.047,70.864,61.249,58.107,58.606,64.126,74.247,65.289
597,66.444,69.455,62.486,68.904,60.489,57.580,58.434,62.656,73.920,63.743
598,65.726,68.387,62.351,68.647,59.932,57.306,57.914,62.948,73.295,63.422
599,66.901,69.091,61.710,68.962,60.348,57.224,58.278,63.325,73.242,64.550
600,67.051,69.976,62.318,70.511,60.111,57.544,58.164,64.292,73.951,65.004
601,68.531,70.064,63.424,71.762,60.668,58.420,58.329,63.855,74.260,65.161
